seed,feature_group,epoch,loss,validation_loss,origin_month
707,full,10,0.034564197063446045,0.038112226873636246,2023-12-01
707,full,11,0.03393978998064995,0.037931378930807114,2023-12-01
707,full,12,0.033093567937612534,0.03634929284453392,2023-12-01
707,full,13,0.03285553306341171,0.03762410581111908,2023-12-01
707,full,14,0.03283590450882912,0.0356595404446125,2023-12-01
707,full,15,0.031873852014541626,0.03611980006098747,2023-12-01
707,full,16,0.030513305217027664,0.03568056970834732,2023-12-01
707,full,17,0.030008167028427124,0.034921128302812576,2023-12-01
707,full,18,0.02988005056977272,0.0358080230653286,2023-12-01
707,full,19,0.029293548315763474,0.03459697589278221,2023-12-01
707,full,20,0.028967201709747314,0.033775243908166885,2023-12-01
707,full,21,0.028829749673604965,0.03477573022246361,2023-12-01
707,full,22,0.02809656597673893,0.03388926014304161,2023-12-01
707,full,23,0.028219712898135185,0.03455303981900215,2023-12-01
707,full,24,0.02758720889687538,0.034750718623399734,2023-12-01
707,full,25,0.027226833626627922,0.03347501531243324,2023-12-01
707,full,26,0.027532093226909637,0.03455433249473572,2023-12-01
707,full,27,0.027105361223220825,0.03394584730267525,2023-12-01
707,full,28,0.026629289612174034,0.03359552472829819,2023-12-01
707,full,29,0.026163708418607712,0.0339699313044548,2023-12-01
707,full,30,0.026286350563168526,0.03474649414420128,2023-12-01
707,full,31,0.025609932839870453,0.03375488519668579,2023-12-01
707,full,32,0.025678150355815887,0.03364481404423714,2023-12-01
707,full,33,0.025399578735232353,0.03366228938102722,2023-12-01
707,full,34,0.025197045877575874,0.03512858226895332,2023-12-01
707,full,35,0.024994244799017906,0.03418136015534401,2023-12-01
707,full,36,0.02421741932630539,0.03423747792840004,2023-12-01
707,full,37,0.024298543110489845,0.03519181162118912,2023-12-01
17,full,1,0.09287119656801224,0.059592217206954956,2024-01-01
17,full,2,0.05377717688679695,0.04590226337313652,2024-01-01
17,full,3,0.04574701562523842,0.04216545820236206,2024-01-01
17,full,4,0.041799429804086685,0.04013088718056679,2024-01-01
17,full,5,0.040103454142808914,0.03874949738383293,2024-01-01
17,full,6,0.03837726265192032,0.03808899223804474,2024-01-01
17,full,7,0.037422385066747665,0.03680717572569847,2024-01-01
17,full,8,0.03627178072929382,0.03597573563456535,2024-01-01
17,full,9,0.035248398780822754,0.0353064127266407,2024-01-01
17,full,10,0.03480464220046997,0.034869350492954254,2024-01-01
17,full,11,0.03397086262702942,0.035435065627098083,2024-01-01
17,full,12,0.03304895758628845,0.034330014139413834,2024-01-01
17,full,13,0.03276796638965607,0.0343790128827095,2024-01-01
17,full,14,0.032249100506305695,0.034227240830659866,2024-01-01
